seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.6211072206497192,0,0.6211072206497192,0.6962075848303393,0.754690618762475,0.7487025948103793,0.7383233532934131,0.7732534930139721,0.7608782435129741,0.6840319361277445,0.7427145708582834,0.7105788423153693,0.7207584830339321,0.7377245508982035,0.7243512974051897,0.732684630738523,0.822754491017964,0.6962075848303393,0.754690618762475,0.7487025948103793,0.7383233532934131,0.7732534930139721,0.7608782435129741,0.6840319361277445,0.7427145708582834,0.7105788423153693,0.7207584830339321,0.7377245508982035,0.7243512974051897,0.732684630738523,0.822754491017964
42,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.15723463892936707,0,0.15723463892936707,0.6872255489021956,0.7491017964071857,0.7347305389221557,0.7247504990019961,0.7628742514970059,0.7508982035928143,0.6758483033932136,0.7275449101796407,0.6976047904191617,0.6996007984031936,0.7263473053892215,0.7073852295409182,0.7203260146373919,0.8149700598802395,0.6872255489021956,0.7491017964071857,0.7347305389221557,0.7247504990019961,0.7628742514970059,0.7508982035928143,0.6758483033932136,0.7275449101796407,0.6976047904191617,0.6996007984031936,0.7263473053892215,0.7073852295409182,0.7203260146373919,0.8149700598802395
66,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.5926851630210876,0,0.5926851630210876,0.6880239520958084,0.7465069860279441,0.7415169660678643,0.7313373253493014,0.7656686626746507,0.7528942115768463,0.6806387225548902,0.7269461077844311,0.7047904191616766,0.7085828343313373,0.7297405189620758,0.7161676646706587,0.7244011976047905,0.8165668662674651,0.6880239520958084,0.7465069860279441,0.7415169660678643,0.7313373253493014,0.7656686626746507,0.7528942115768463,0.6806387225548902,0.7269461077844311,0.7047904191616766,0.7085828343313373,0.7297405189620758,0.7161676646706587,0.7244011976047905,0.8165668662674651
23,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.36585670709609985,0,0.36585670709609985,0.6888223552894212,0.7477045908183633,0.743313373253493,0.7289421157684631,0.7636726546906187,0.7536926147704591,0.6730538922155689,0.7325349301397206,0.6908183632734531,0.7077844311377246,0.7251497005988023,0.7219560878243513,0.7231204258150368,0.8221556886227545,0.6888223552894212,0.7477045908183633,0.743313373253493,0.7289421157684631,0.7636726546906187,0.7536926147704591,0.6730538922155689,0.7325349301397206,0.6908183632734531,0.7077844311377246,0.7251497005988023,0.7219560878243513,0.7231204258150368,0.8221556886227545
17,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.6458285450935364,0,0.6458285450935364,0.688622754491018,0.7491017964071857,0.7427145708582834,0.7297405189620758,0.7626746506986027,0.7588822355289421,0.6718562874251497,0.7255489021956087,0.6932135728542914,0.7029940119760479,0.7161676646706587,0.713373253493014,0.7212408516300731,0.8165668662674651,0.688622754491018,0.7491017964071857,0.7427145708582834,0.7297405189620758,0.7626746506986027,0.7588822355289421,0.6718562874251497,0.7255489021956087,0.6932135728542914,0.7029940119760479,0.7161676646706587,0.713373253493014,0.7212408516300731,0.8165668662674651
31,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,17678,392660,0.5398887991905212,0,0.5398887991905212,0.6878243512974052,0.7425149700598802,0.7397205588822355,0.7253493013972055,0.7574850299401198,0.7504990019960079,0.6692614770459082,0.7371257485029941,0.7039920159680638,0.7097804391217565,0.731936127744511,0.7167664670658682,0.7226879574184962,0.8099800399201597,0.6878243512974052,0.7425149700598802,0.7397205588822355,0.7253493013972055,0.7574850299401198,0.7504990019960079,0.6692614770459082,0.7371257485029941,0.7039920159680638,0.7097804391217565,0.731936127744511,0.7167664670658682,0.7226879574184962,0.8099800399201597
42,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,17678,392660,0.18584610521793365,0,0.18584610521793365,0.6710578842315369,0.7339321357285429,0.7135728542914171,0.7127744510978044,0.7483033932135729,0.7367265469061877,0.6596806387225549,0.7177644710578842,0.6852295409181637,0.6884231536926148,0.718562874251497,0.7039920159680638,0.7075016633399867,0.7966067864271457,0.6710578842315369,0.7339321357285429,0.7135728542914171,0.7127744510978044,0.7483033932135729,0.7367265469061877,0.6596806387225549,0.7177644710578842,0.6852295409181637,0.6884231536926148,0.718562874251497,0.7039920159680638,0.7075016633399867,0.7966067864271457
66,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,17678,392660,0.6370723843574524,0,0.6370723843574524,0.6846307385229541,0.742315369261477,0.7335329341317365,0.7173652694610778,0.757684630738523,0.7514970059880239,0.6722554890219561,0.7285429141716567,0.6798403193612774,0.7033932135728543,0.7215568862275449,0.7059880239520958,0.7165502328675982,0.806187624750499,0.6846307385229541,0.742315369261477,0.7335329341317365,0.7173652694610778,0.757684630738523,0.7514970059880239,0.6722554890219561,0.7285429141716567,0.6798403193612774,0.7033932135728543,0.7215568862275449,0.7059880239520958,0.7165502328675982,0.806187624750499
23,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,17678,392660,0.4084640443325043,0,0.4084640443325043,0.6848303393213573,0.7339321357285429,0.7225548902195609,0.7101796407185629,0.7475049900199601,0.7339321357285429,0.6576846307385229,0.718562874251497,0.6846307385229541,0.6974051896207585,0.7171656686626746,0.7039920159680638,0.7093646041250832,0.8007984031936127,0.6848303393213573,0.7339321357285429,0.7225548902195609,0.7101796407185629,0.7475049900199601,0.7339321357285429,0.6576846307385229,0.718562874251497,0.6846307385229541,0.6974051896207585,0.7171656686626746,0.7039920159680638,0.7093646041250832,0.8007984031936127
17,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,17678,392660,0.7104895114898682,0,0.7104895114898682,0.680439121756487,0.7351297405189621,0.7255489021956087,0.7167664670658682,0.745309381237525,0.7383233532934131,0.6516966067864272,0.7127744510978044,0.6722554890219561,0.6908183632734531,0.7059880239520958,0.6986027944111777,0.7061377245508981,0.7984031936127745,0.680439121756487,0.7351297405189621,0.7255489021956087,0.7167664670658682,0.745309381237525,0.7383233532934131,0.6516966067864272,0.7127744510978044,0.6722554890219561,0.6908183632734531,0.7059880239520958,0.6986027944111777,0.7061377245508981,0.7984031936127745
