seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
23,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,19786,392590,0.5022653341293335,0,0.5022653341293335,0.6584830339321357,0.6942115768463074,0.712375249500998,0.6806387225548902,0.7467065868263473,0.7429141716566866,0.6075848303393213,0.6870259481037924,0.569061876247505,0.6397205588822356,0.7109780439121757,0.6966067864271457,0.6788589487691284,0.8149700598802395,0.6584830339321357,0.6942115768463074,0.712375249500998,0.6806387225548902,0.7467065868263473,0.7429141716566866,0.6075848303393213,0.6870259481037924,0.569061876247505,0.6397205588822356,0.7109780439121757,0.6966067864271457,0.6788589487691284,0.8149700598802395
31,bert-base-multilingual-cased,xnli,before_dico,24544,24544,19786,392590,0.44267919659614563,0,0.44267919659614563,0.6477045908183633,0.6894211576846307,0.7145708582834331,0.675249500998004,0.7379241516966067,0.7335329341317365,0.6163672654690618,0.6860279441117765,0.5776447105788424,0.6313373253493014,0.7043912175648702,0.6906187624750499,0.6753992015968064,0.8087824351297406,0.6477045908183633,0.6894211576846307,0.7145708582834331,0.675249500998004,0.7379241516966067,0.7335329341317365,0.6163672654690618,0.6860279441117765,0.5776447105788424,0.6313373253493014,0.7043912175648702,0.6906187624750499,0.6753992015968064,0.8087824351297406
42,bert-base-multilingual-cased,xnli,before_dico,24544,24544,19786,392590,0.08357363939285278,0,0.08357363939285278,0.6616766467065869,0.7021956087824351,0.6990019960079841,0.6802395209580838,0.744311377245509,0.7413173652694611,0.6125748502994012,0.689620758483034,0.5796407185628742,0.6437125748502994,0.7039920159680638,0.6944111776447106,0.6793912175648704,0.8139720558882235,0.6616766467065869,0.7021956087824351,0.6990019960079841,0.6802395209580838,0.744311377245509,0.7413173652694611,0.6125748502994012,0.689620758483034,0.5796407185628742,0.6437125748502994,0.7039920159680638,0.6944111776447106,0.6793912175648704,0.8139720558882235
23,bert-base-multilingual-cased,xnli,before_dico,24544,24544,19786,392590,0.4361605942249298,0,0.4361605942249298,0.6459081836327345,0.687624750499002,0.704191616766467,0.6820359281437126,0.7399201596806387,0.7333333333333333,0.6157684630738522,0.6790419161676646,0.5840319361277445,0.639121756487026,0.7055888223552894,0.6966067864271457,0.6760978043912176,0.8115768463073852,0.6459081836327345,0.687624750499002,0.704191616766467,0.6820359281437126,0.7399201596806387,0.7333333333333333,0.6157684630738522,0.6790419161676646,0.5840319361277445,0.639121756487026,0.7055888223552894,0.6966067864271457,0.6760978043912176,0.8115768463073852
66,bert-base-multilingual-cased,xnli,before_dico,24544,24544,19786,392590,0.5756248235702515,0,0.5756248235702515,0.6512974051896208,0.6900199600798403,0.6980039920159681,0.6696606786427146,0.7377245508982035,0.7365269461077845,0.5902195608782436,0.6790419161676646,0.5700598802395209,0.6329341317365269,0.7001996007984032,0.7057884231536926,0.671789753825682,0.812375249500998,0.6512974051896208,0.6900199600798403,0.6980039920159681,0.6696606786427146,0.7377245508982035,0.7365269461077845,0.5902195608782436,0.6790419161676646,0.5700598802395209,0.6329341317365269,0.7001996007984032,0.7057884231536926,0.671789753825682,0.812375249500998
31,bert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.4478960633277893,0,0.4478960633277893,0.6499001996007984,0.6878243512974052,0.7055888223552894,0.6698602794411178,0.7375249500998003,0.7361277445109781,0.6057884231536926,0.6852295409181637,0.5457085828343313,0.6179640718562874,0.6926147704590818,0.6976047904191617,0.669311377245509,0.8077844311377246,0.6499001996007984,0.6878243512974052,0.7055888223552894,0.6698602794411178,0.7375249500998003,0.7361277445109781,0.6057884231536926,0.6852295409181637,0.5457085828343313,0.6179640718562874,0.6926147704590818,0.6976047904191617,0.669311377245509,0.8077844311377246
42,bert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.1473645567893982,0,0.1473645567893982,0.6510978043912176,0.6848303393213573,0.6942115768463074,0.6708582834331337,0.7305389221556886,0.7193612774451098,0.6043912175648702,0.6784431137724551,0.5540918163672655,0.616566866267465,0.6844311377245509,0.6830339321357285,0.6643213572854292,0.8067864271457086,0.6510978043912176,0.6848303393213573,0.6942115768463074,0.6708582834331337,0.7305389221556886,0.7193612774451098,0.6043912175648702,0.6784431137724551,0.5540918163672655,0.616566866267465,0.6844311377245509,0.6830339321357285,0.6643213572854292,0.8067864271457086
66,bert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.7852242588996887,0,0.7852242588996887,0.6512974051896208,0.6838323353293413,0.7037924151696606,0.6726546906187625,0.7391217564870259,0.7321357285429142,0.6047904191616766,0.6744510978043912,0.5499001996007984,0.6177644710578842,0.692814371257485,0.6924151696606786,0.6679141716566867,0.8089820359281437,0.6512974051896208,0.6838323353293413,0.7037924151696606,0.6726546906187625,0.7391217564870259,0.7321357285429142,0.6047904191616766,0.6744510978043912,0.5499001996007984,0.6177644710578842,0.692814371257485,0.6924151696606786,0.6679141716566867,0.8089820359281437
23,bert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.6223273873329163,0,0.6223273873329163,0.6411177644710578,0.665868263473054,0.7057884231536926,0.6534930139720558,0.7363273453093813,0.7239520958083833,0.5776447105788424,0.6754491017964072,0.4934131736526946,0.6095808383233533,0.6842315369261477,0.6830339321357285,0.6541583499667332,0.808183632734531,0.6411177644710578,0.665868263473054,0.7057884231536926,0.6534930139720558,0.7363273453093813,0.7239520958083833,0.5776447105788424,0.6754491017964072,0.4934131736526946,0.6095808383233533,0.6842315369261477,0.6830339321357285,0.6541583499667332,0.808183632734531
17,bert-base-multilingual-cased,xnli,baseline,24544,0,0,0,0.6534832119941711,0,0.6534832119941711,0.6385229540918164,0.6770459081836327,0.6976047904191617,0.6616766467065869,0.7275449101796407,0.7281437125748503,0.5914171656686626,0.6774451097804391,0.5227544910179641,0.6065868263473054,0.6966067864271457,0.6870259481037924,0.6593646041250831,0.8099800399201597,0.6385229540918164,0.6770459081836327,0.6976047904191617,0.6616766467065869,0.7275449101796407,0.7281437125748503,0.5914171656686626,0.6774451097804391,0.5227544910179641,0.6065868263473054,0.6966067864271457,0.6870259481037924,0.6593646041250831,0.8099800399201597
