seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.5376100540161133,0,0.5376100540161133,0.6634730538922156,0.6812375249500998,0.6988023952095809,0.6646706586826348,0.744311377245509,0.7341317365269461,0.5906187624750499,0.6780439121756487,0.5453093812375249,0.6387225548902196,0.6986027944111777,0.6936127744510978,0.6692947438456421,0.7994011976047904,0.6634730538922156,0.6812375249500998,0.6988023952095809,0.6646706586826348,0.744311377245509,0.7341317365269461,0.5906187624750499,0.6780439121756487,0.5453093812375249,0.6387225548902196,0.6986027944111777,0.6936127744510978,0.6692947438456421,0.7994011976047904
42,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.17726494371891022,0,0.17726494371891022,0.650499001996008,0.6838323353293413,0.6866267465069861,0.6554890219560878,0.7285429141716567,0.7227544910179641,0.5950099800399201,0.6676646706586826,0.5600798403193613,0.6329341317365269,0.6786427145708582,0.6802395209580838,0.6618596141051232,0.7916167664670659,0.650499001996008,0.6838323353293413,0.6866267465069861,0.6554890219560878,0.7285429141716567,0.7227544910179641,0.5950099800399201,0.6676646706586826,0.5600798403193613,0.6329341317365269,0.6786427145708582,0.6802395209580838,0.6618596141051232,0.7916167664670659
66,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.7738971710205078,0,0.7738971710205078,0.6570858283433134,0.6914171656686626,0.7013972055888223,0.6634730538922156,0.7387225548902195,0.7371257485029941,0.5946107784431137,0.6792415169660678,0.5538922155688623,0.6465069860279441,0.7025948103792415,0.6972055888223553,0.6719394544244843,0.8011976047904191,0.6570858283433134,0.6914171656686626,0.7013972055888223,0.6634730538922156,0.7387225548902195,0.7371257485029941,0.5946107784431137,0.6792415169660678,0.5538922155688623,0.6465069860279441,0.7025948103792415,0.6972055888223553,0.6719394544244843,0.8011976047904191
23,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.5666028261184692,0,0.5666028261184692,0.6471057884231537,0.6760479041916168,0.6994011976047905,0.6548902195608782,0.7295409181636726,0.7269461077844311,0.5862275449101796,0.6736526946107785,0.5616766467065868,0.6303393213572854,0.689620758483034,0.6828343313373253,0.6631902860944776,0.8027944111776447,0.6471057884231537,0.6760479041916168,0.6994011976047905,0.6548902195608782,0.7295409181636726,0.7269461077844311,0.5862275449101796,0.6736526946107785,0.5616766467065868,0.6303393213572854,0.689620758483034,0.6828343313373253,0.6631902860944776,0.8027944111776447
17,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_dico,24544,24544,392704,392704,0.558062732219696,0,0.558062732219696,0.6473053892215569,0.6874251497005988,0.700998003992016,0.669061876247505,0.732934131736527,0.7255489021956087,0.6037924151696606,0.681437125748503,0.5473053892215569,0.6347305389221557,0.7,0.687624750499002,0.6681803060545576,0.7970059880239521,0.6473053892215569,0.6874251497005988,0.700998003992016,0.669061876247505,0.732934131736527,0.7255489021956087,0.6037924151696606,0.681437125748503,0.5473053892215569,0.6347305389221557,0.7,0.687624750499002,0.6681803060545576,0.7970059880239521
31,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.5278342962265015,0,0.5278342962265015,0.6475049900199601,0.6856287425149701,0.7089820359281437,0.665868263473054,0.7401197604790419,0.7325349301397206,0.5976047904191617,0.6672654690618762,0.5245508982035928,0.6365269461077845,0.692814371257485,0.6982035928143713,0.6664670658682635,0.808183632734531,0.6475049900199601,0.6856287425149701,0.7089820359281437,0.665868263473054,0.7401197604790419,0.7325349301397206,0.5976047904191617,0.6672654690618762,0.5245508982035928,0.6365269461077845,0.692814371257485,0.6982035928143713,0.6664670658682635,0.808183632734531
42,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.28249242901802063,0,0.28249242901802063,0.6453093812375249,0.7019960079840319,0.6984031936127745,0.6720558882235529,0.7295409181636726,0.7275449101796407,0.593812375249501,0.6724550898203593,0.5818363273453094,0.6397205588822356,0.6826347305389222,0.6838323353293413,0.6690951430472388,0.7974051896207585,0.6453093812375249,0.7019960079840319,0.6984031936127745,0.6720558882235529,0.7295409181636726,0.7275449101796407,0.593812375249501,0.6724550898203593,0.5818363273453094,0.6397205588822356,0.6826347305389222,0.6838323353293413,0.6690951430472388,0.7974051896207585
66,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.7367749810218811,0,0.7367749810218811,0.649500998003992,0.704191616766467,0.7109780439121757,0.6744510978043912,0.743313373253493,0.7383233532934131,0.6119760479041916,0.6846307385229541,0.5375249500998004,0.654690618762475,0.7043912175648702,0.6874251497005988,0.6751164337990684,0.8021956087824351,0.649500998003992,0.704191616766467,0.7109780439121757,0.6744510978043912,0.743313373253493,0.7383233532934131,0.6119760479041916,0.6846307385229541,0.5375249500998004,0.654690618762475,0.7043912175648702,0.6874251497005988,0.6751164337990684,0.8021956087824351
23,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.5638518333435059,0,0.5638518333435059,0.6199600798403193,0.679441117764471,0.6978043912175649,0.6542914171656686,0.7277445109780439,0.7217564870259481,0.5718562874251497,0.6622754491017964,0.5441117764471058,0.6445109780439122,0.6910179640718563,0.6914171656686626,0.6588489687292082,0.8079840319361278,0.6199600798403193,0.679441117764471,0.6978043912175649,0.6542914171656686,0.7277445109780439,0.7217564870259481,0.5718562874251497,0.6622754491017964,0.5441117764471058,0.6445109780439122,0.6910179640718563,0.6914171656686626,0.6588489687292082,0.8079840319361278
17,bert-base-multilingual-cased,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,392704,392704,0.6959500312805176,0,0.6959500312805176,0.6652694610778443,0.7013972055888223,0.7171656686626746,0.6818363273453094,0.7417165668662674,0.7343313373253493,0.61437125748503,0.6888223552894212,0.5319361277445109,0.6608782435129741,0.7043912175648702,0.7025948103792415,0.678725881570193,0.8065868263473054,0.6652694610778443,0.7013972055888223,0.7171656686626746,0.6818363273453094,0.7417165668662674,0.7343313373253493,0.61437125748503,0.6888223552894212,0.5319361277445109,0.6608782435129741,0.7043912175648702,0.7025948103792415,0.678725881570193,0.8065868263473054
